	acao	pessoa1	pessoa2	parcela	objeto	tipo_preco	rodada	jogo	saldo_CD1	saldo_CD2	saldo_CD3	saldo_AT1	saldo_AT2	saldo_AT3	saldo_EmpAgr	saldo_EmpFer	saldo_EmpMaq	saldo_EmpSem	saldo_FiscalAT	saldo_FiscalCD	saldo_PrefeitoAT	saldo_PrefeitoCD	poluicao_mundial	selo	prox_taxa	val_taxa	tratamento
705	venda	EmpFer	CD1	1.0	Comum	alto	4	3	1781.9000000000005	4998.3	3848.0	177.0	-2960.85	1348.0	305.25	822.5	2014.7500000000002	1231.0	0.0	0.0	6793.4238	1850.060987299999	65.38487616499988				
706	venda	EmpAgr	CD1	1.0	Premium	normal	4	3	1991.9000000000005	4998.3	3848.0	177.0	-2960.85	1348.0	325.25	822.5	2014.7500000000002	1231.0	0.0	0.0	6793.4238	1850.060987299999	66.40487616499988				
707	venda	EmpSem	CD1	2.0	Arroz	baixo	4	3	1986.9000000000005	4998.3	3848.0	177.0	-2960.85	1348.0	325.25	822.5	2014.7500000000002	1246.0	0.0	0.0	6793.4238	1850.060987299999	66.62487616499988				
708	venda	EmpFer	CD1	2.0	Comum	alto	4	3	1991.9000000000005	4998.3	3848.0	177.0	-2960.85	1348.0	325.25	837.5	2014.7500000000002	1246.0	0.0	0.0	6793.4238	1850.060987299999	66.71487616499988				
709	venda	EmpAgr	CD1	2.0	Premium	normal	4	3	2201.9000000000005	4998.3	3848.0	177.0	-2960.85	1348.0	345.25	837.5	2014.7500000000002	1246.0	0.0	0.0	6793.4238	1850.060987299999	67.73487616499987				
710	venda	EmpSem	CD1	3.0	Soja	alto	4	3	2176.9000000000005	4998.3	3848.0	177.0	-2960.85	1348.0	345.25	837.5	2014.7500000000002	1281.0	0.0	0.0	6793.4238	1850.060987299999	68.06487616499987				
711	venda	EmpFer	CD1	3.0	Comum	alto	4	3	2181.9000000000005	4998.3	3848.0	177.0	-2960.85	1348.0	345.25	852.5	2014.7500000000002	1281.0	0.0	0.0	6793.4238	1850.060987299999	68.15487616499988				
712	venda	EmpAgr	CD1	3.0	Super premium	baixo	4	3	2756.9000000000005	4998.3	3848.0	177.0	-2960.85	1348.0	370.25	852.5	2014.7500000000002	1281.0	0.0	0.0	6793.4238	1850.060987299999	70.86487616499988				
713	venda	EmpSem	CD1	4.0	Soja	alto	4	3	2731.9000000000005	4998.3	3848.0	177.0	-2960.85	1348.0	370.25	852.5	2014.7500000000002	1316.0	0.0	0.0	6793.4238	1850.060987299999	71.19487616499988				
714	venda	EmpFer	CD1	4.0	Comum	alto	4	3	2736.9000000000005	4998.3	3848.0	177.0	-2960.85	1348.0	370.25	867.5	2014.7500000000002	1316.0	0.0	0.0	6793.4238	1850.060987299999	71.28487616499989				
715	venda	EmpAgr	CD1	4.0	Super premium	baixo	4	3	3311.9000000000005	4998.3	3848.0	177.0	-2960.85	1348.0	395.25	867.5	2014.7500000000002	1316.0	0.0	0.0	6793.4238	1850.060987299999	73.9948761649999				
716	venda	EmpSem	CD1	5.0	Soja	alto	4	3	3286.9000000000005	4998.3	3848.0	177.0	-2960.85	1348.0	395.25	867.5	2014.7500000000002	1351.0	0.0	0.0	6793.4238	1850.060987299999	74.32487616499989				
717	venda	EmpFer	CD1	5.0	Comum	alto	4	3	3291.9000000000005	4998.3	3848.0	177.0	-2960.85	1348.0	395.25	882.5	2014.7500000000002	1351.0	0.0	0.0	6793.4238	1850.060987299999	74.4148761649999				
718	venda	EmpAgr	CD1	5.0	Super premium	baixo	4	3	3866.9000000000005	4998.3	3848.0	177.0	-2960.85	1348.0	420.25	882.5	2014.7500000000002	1351.0	0.0	0.0	6793.4238	1850.060987299999	77.1248761649999				
719	venda	EmpSem	CD1	6.0	Arroz	baixo	4	3	3861.9000000000005	4998.3	3848.0	177.0	-2960.85	1348.0	420.25	882.5	2014.7500000000002	1366.0	0.0	0.0	6793.4238	1850.060987299999	77.3448761649999				
720	venda	EmpFer	CD1	6.0	Comum	alto	4	3	3866.9000000000005	4998.3	3848.0	177.0	-2960.85	1348.0	420.25	897.5	2014.7500000000002	1366.0	0.0	0.0	6793.4238	1850.060987299999	77.4348761649999				
721	venda	EmpAgr	CD1	6.0	Premium	normal	4	3	4076.9000000000005	4998.3	3848.0	177.0	-2960.85	1348.0	440.25	897.5	2014.7500000000002	1366.0	0.0	0.0	6793.4238	1850.060987299999	78.45487616499992				
722	venda	EmpSem	AT1	1.0	Arroz	baixo	4	3	4076.9000000000005	4998.3	3848.0	172.0	-2960.85	1348.0	440.25	897.5	2014.7500000000002	1381.0	0.0	0.0	6793.4238	1850.060987299999	78.67487616499992				
723	aluguel	EmpMaq	AT1	1.0	Maquinas 2	baixo	4	3	4076.9000000000005	4998.3	3848.0	117.0	-2960.85	1348.0	440.25	897.5	2069.75	1381.0	0.0	0.0	6793.4238	1850.060987299999	78.73487616499992				
724	venda	EmpSem	AT1	2.0	Arroz	baixo	4	3	4076.9000000000005	4998.3	3848.0	112.0	-2960.85	1348.0	440.25	897.5	2069.75	1396.0	0.0	0.0	6793.4238	1850.060987299999	78.95487616499992				
725	aluguel	EmpMaq	AT1	2.0	Maquinas 2	baixo	4	3	4076.9000000000005	4998.3	3848.0	57.0	-2960.85	1348.0	440.25	897.5	2124.75	1396.0	0.0	0.0	6793.4238	1850.060987299999	79.01487616499992				
726	venda	EmpSem	AT1	3.0	Arroz	baixo	4	3	4076.9000000000005	4998.3	3848.0	52.0	-2960.85	1348.0	440.25	897.5	2124.75	1411.0	0.0	0.0	6793.4238	1850.060987299999	79.23487616499992				
727	aluguel	EmpMaq	AT1	3.0	Maquinas 2	baixo	4	3	4076.9000000000005	4998.3	3848.0	-3.0	-2960.85	1348.0	440.25	897.5	2179.75	1411.0	0.0	0.0	6793.4238	1850.060987299999	79.29487616499992				
728	venda	EmpSem	AT1	4.0	Soja	alto	4	3	4076.9000000000005	4998.3	3848.0	-28.0	-2960.85	1348.0	440.25	897.5	2179.75	1446.0	0.0	0.0	6793.4238	1850.060987299999	79.62487616499992				
729	aluguel	EmpMaq	AT1	4.0	Maquinas 2	baixo	4	3	4076.9000000000005	4998.3	3848.0	-83.0	-2960.85	1348.0	440.25	897.5	2234.75	1446.0	0.0	0.0	6793.4238	1850.060987299999	79.68487616499992				
730	venda	EmpSem	AT1	5.0	Soja	alto	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	1348.0	440.25	897.5	2234.75	1481.0	0.0	0.0	6793.4238	1850.060987299999	80.01487616499992				
731	aluguel	EmpMaq	AT1	5.0	Maquinas 2	baixo	4	3	4076.9000000000005	4998.3	3848.0	-163.0	-2960.85	1348.0	440.25	897.5	2289.75	1481.0	0.0	0.0	6793.4238	1850.060987299999	80.07487616499992				
732	venda	EmpSem	AT1	6.0	Soja	alto	4	3	4076.9000000000005	4998.3	3848.0	-188.0	-2960.85	1348.0	440.25	897.5	2289.75	1516.0	0.0	0.0	6793.4238	1850.060987299999	80.40487616499992				
733	venda	EmpAgr	AT1	6.0	Super premium	normal	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	1348.0	470.25	897.5	2289.75	1516.0	0.0	0.0	6793.4238	1850.060987299999	83.11487616499991				
734	venda	EmpSem	AT3	1.0	Soja	baixo	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	1333.0	470.25	897.5	2289.75	1541.0	0.0	0.0	6793.4238	1850.060987299999	83.44487616499991				
735	venda	EmpFer	AT3	1.0	Super premium	baixo	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	1348.0	470.25	922.5	2289.75	1541.0	0.0	0.0	6793.4238	1850.060987299999	83.47487616499991				
736	venda	EmpAgr	AT3	1.0	Super premium	baixo	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	2503.0	495.25	922.5	2289.75	1541.0	0.0	0.0	6793.4238	1850.060987299999	86.1848761649999				
737	venda	EmpSem	AT3	2.0	Soja	baixo	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	2488.0	495.25	922.5	2289.75	1566.0	0.0	0.0	6793.4238	1850.060987299999	86.5148761649999				
738	venda	EmpFer	AT3	2.0	Super premium	baixo	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	2503.0	495.25	947.5	2289.75	1566.0	0.0	0.0	6793.4238	1850.060987299999	86.5448761649999				
739	venda	EmpAgr	AT3	2.0	Super premium	baixo	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	3658.0	520.25	947.5	2289.75	1566.0	0.0	0.0	6793.4238	1850.060987299999	89.25487616499991				
740	venda	EmpSem	AT3	3.0	Soja	baixo	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	3643.0	520.25	947.5	2289.75	1591.0	0.0	0.0	6793.4238	1850.060987299999	89.58487616499991				
741	venda	EmpFer	AT3	3.0	Super premium	baixo	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	3658.0	520.25	972.5	2289.75	1591.0	0.0	0.0	6793.4238	1850.060987299999	89.61487616499991				
742	venda	EmpAgr	AT3	3.0	Super premium	baixo	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	4813.0	545.25	972.5	2289.75	1591.0	0.0	0.0	6793.4238	1850.060987299999	92.32487616499992				
743	venda	EmpSem	AT3	4.0	Soja	baixo	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	4798.0	545.25	972.5	2289.75	1616.0	0.0	0.0	6793.4238	1850.060987299999	92.65487616499992				
744	venda	EmpFer	AT3	4.0	Super premium	baixo	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	4813.0	545.25	997.5	2289.75	1616.0	0.0	0.0	6793.4238	1850.060987299999	92.68487616499992				
745	venda	EmpAgr	AT3	4.0	Super premium	baixo	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	5968.0	570.25	997.5	2289.75	1616.0	0.0	0.0	6793.4238	1850.060987299999	95.39487616499991				
746	venda	EmpSem	AT3	5.0	Soja	baixo	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	5953.0	570.25	997.5	2289.75	1641.0	0.0	0.0	6793.4238	1850.060987299999	95.72487616499991				
747	venda	EmpFer	AT3	5.0	Super premium	baixo	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	5968.0	570.25	1022.5	2289.75	1641.0	0.0	0.0	6793.4238	1850.060987299999	95.75487616499991				
748	venda	EmpAgr	AT3	5.0	Super premium	baixo	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	7123.0	595.25	1022.5	2289.75	1641.0	0.0	0.0	6793.4238	1850.060987299999	98.46487616499992				
749	venda	EmpSem	AT3	6.0	Soja	baixo	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	7108.0	595.25	1022.5	2289.75	1666.0	0.0	0.0	6793.4238	1850.060987299999	98.79487616499992				
750	venda	EmpFer	AT3	6.0	Super premium	baixo	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	7123.0	595.25	1047.5	2289.75	1666.0	0.0	0.0	6793.4238	1850.060987299999	98.82487616499992				
751	venda	EmpAgr	AT3	6.0	Super premium	baixo	4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	8278.0	620.25	1047.5	2289.75	1666.0	0.0	0.0	6793.4238	1850.060987299999	101.53487616499991				
17	tratamento	prefeito AT1					4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	8278.0	620.25	1047.5	2289.75	1666.0	0.0	0.0	5911.888923834999	1850.060987299999	96.45813235674991				Agua
70	imposto	prefeito AT1	EmpSem				4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	8278.0	620.25	1047.5	2289.75	972.25	0.0	0.0	6605.638923834999	1850.060987299999	96.45813235674991				
71	imposto	prefeito CD2	EmpFer				4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	8278.0	620.25	572.5	2289.75	972.25	0.0	0.0	6605.638923834999	2325.060987299999	96.45813235674991				
72	imposto	prefeito AT1	EmpMaq				4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	8278.0	620.25	572.5	612.25	972.25	0.0	0.0	8283.138923834998	2325.060987299999	96.45813235674991				
73	imposto	prefeito CD2	EmpAgr				4	3	4076.9000000000005	4998.3	3848.0	-108.0	-2960.85	8278.0	412.75	572.5	612.25	972.25	0.0	0.0	8283.138923834998	2532.560987299999	96.45813235674991				
74	imposto	prefeito AT1	AT1				4	3	4076.9000000000005	4998.3	3848.0	-353.0	-2960.85	8278.0	412.75	572.5	612.25	972.25	0.0	0.0	8528.138923834998	2532.560987299999	96.45813235674991				
75	imposto	prefeito CD2	CD1				4	3	2064.4000000000005	4998.3	3848.0	-353.0	-2960.85	8278.0	412.75	572.5	612.25	972.25	0.0	0.0	8528.138923834998	4545.060987299999	96.45813235674991				
76	imposto	prefeito AT1	AT2				4	3	2064.4000000000005	4998.3	3848.0	-353.0	-3598.35	8278.0	412.75	572.5	612.25	972.25	0.0	0.0	9165.638923834998	4545.060987299999	96.45813235674991				
77	imposto	prefeito CD2	CD2				4	3	2064.4000000000005	3293.3	3848.0	-353.0	-3598.35	8278.0	412.75	572.5	612.25	972.25	0.0	0.0	9165.638923834998	6250.060987299999	96.45813235674991				
78	imposto	prefeito AT1	AT3				4	3	2064.4000000000005	3293.3	3848.0	-353.0	-3598.35	7373.0	412.75	572.5	612.25	972.25	0.0	0.0	10070.638923834998	6250.060987299999	96.45813235674991				
79	imposto	prefeito CD2	CD3				4	3	2064.4000000000005	3293.3	2940.5	-353.0	-3598.35	7373.0	412.75	572.5	612.25	972.25	0.0	0.0	10070.638923834998	7157.560987299999	96.45813235674991				
8	multa	AT2	AT3				4	3	2064.4000000000005	3293.3	2940.5	-353.0	-3598.35	6773.0	412.75	572.5	612.25	972.25	0.0	0.0	10670.638923834998	7157.560987299999	96.45813235674991				
9	multa	AT2	EmpMaq				4	3	2064.4000000000005	3293.3	2940.5	-353.0	-3598.35	6773.0	412.75	572.5	456.25	972.25	0.0	0.0	10826.638923834998	7157.560987299999	96.45813235674991				
10	multa	CD3	CD1				4	3	1854.4000000000005	3293.3	2940.5	-353.0	-3598.35	6773.0	412.75	572.5	456.25	972.25	0.0	0.0	10826.638923834998	7367.560987299999	96.45813235674991				
69	selo	CD3	CD2				4	3	1854.4000000000005	3378.55	2940.5	-353.0	-3598.35	6773.0	412.75	572.5	456.25	972.25	0.0	0.0	10826.638923834998	7282.310987299999	96.45813235674991	1.0			
70	selo	CD3	CD2				4	3	1854.4000000000005	3463.8	2940.5	-353.0	-3598.35	6773.0	412.75	572.5	456.25	972.25	0.0	0.0	10826.638923834998	7197.060987299999	96.45813235674991	2.0			
71	selo	CD3	CD2				4	3	1854.4000000000005	3549.05	2940.5	-353.0	-3598.35	6773.0	412.75	572.5	456.25	972.25	0.0	0.0	10826.638923834998	7111.810987299999	96.45813235674991	3.0			
72	selo	CD3	CD2				4	3	1854.4000000000005	3634.3	2940.5	-353.0	-3598.35	6773.0	412.75	572.5	456.25	972.25	0.0	0.0	10826.638923834998	7026.560987299999	96.45813235674991	4.0			
73	selo	CD3	CD2				4	3	1854.4000000000005	3719.55	2940.5	-353.0	-3598.35	6773.0	412.75	572.5	456.25	972.25	0.0	0.0	10826.638923834998	6941.310987299999	96.45813235674991	5.0			
74	selo	CD3	CD2				4	3	1854.4000000000005	3804.8	2940.5	-353.0	-3598.35	6773.0	412.75	572.5	456.25	972.25	0.0	0.0	10826.638923834998	6856.060987299999	96.45813235674991	6.0			
75	selo	CD3	CD3				4	3	1854.4000000000005	3804.8	2985.875	-353.0	-3598.35	6773.0	412.75	572.5	456.25	972.25	0.0	0.0	10826.638923834998	6810.685987299999	96.45813235674991	1.0			
76	selo	CD3	CD3				4	3	1854.4000000000005	3804.8	3031.25	-353.0	-3598.35	6773.0	412.75	572.5	456.25	972.25	0.0	0.0	10826.638923834998	6765.310987299999	96.45813235674991	2.0			
77	selo	CD3	CD3				4	3	1854.4000000000005	3804.8	3076.625	-353.0	-3598.35	6773.0	412.75	572.5	456.25	972.25	0.0	0.0	10826.638923834998	6719.935987299999	96.45813235674991	3.0			
78	selo	CD3	CD3				4	3	1854.4000000000005	3804.8	3122.0	-353.0	-3598.35	6773.0	412.75	572.5	456.25	972.25	0.0	0.0	10826.638923834998	6674.560987299999	96.45813235674991	4.0			
79	selo	CD3	CD3				4	3	1854.4000000000005	3804.8	3167.375	-353.0	-3598.35	6773.0	412.75	572.5	456.25	972.25	0.0	0.0	10826.638923834998	6629.185987299999	96.45813235674991	5.0			
80	selo	CD3	CD3				4	3	1854.4000000000005	3804.8	3212.75	-353.0	-3598.35	6773.0	412.75	572.5	456.25	972.25	0.0	0.0	10826.638923834998	6583.810987299999	96.45813235674991	6.0			
1	transferencia	CD2 (prefeito)	CD2				4	3	1854.4000000000005	4804.8	3212.75	-353.0	-3598.35	6773.0	412.75	572.5	456.25	972.25	0.0	0.0	10826.638923834998	5583.810987299999	96.45813235674991				
2	transferencia	CD2 (prefeito)	CD3				4	3	1854.4000000000005	4804.8	3812.75	-353.0	-3598.35	6773.0	412.75	572.5	456.25	972.25	0.0	0.0	10826.638923834998	4983.810987299999	96.45813235674991				
3	transferencia	CD2 (prefeito)	EmpFer				4	3	1854.4000000000005	4804.8	3812.75	-353.0	-3598.35	6773.0	412.75	610.5	456.25	972.25	0.0	0.0	10826.638923834998	4945.810987299999	96.45813235674991				
19	nova taxa	AT1					4	3	1854.4000000000005	4804.8	3812.75	-353.0	-3598.35	6773.0	412.75	610.5	456.25	972.25	0.0	0.0	10826.638923834998	4945.810987299999	96.45813235674991		3.0	35.0%	
20	nova taxa	CD2					4	3	1854.4000000000005	4804.8	3812.75	-353.0	-3598.35	6773.0	412.75	610.5	456.25	972.25	0.0	0.0	10826.638923834998	4945.810987299999	96.45813235674991		1.0	15.0	
21	nova taxa	CD2					4	3	1854.4000000000005	4804.8	3812.75	-353.0	-3598.35	6773.0	412.75	610.5	456.25	972.25	0.0	0.0	10826.638923834998	4945.810987299999	96.45813235674991		2.0	15.0%	
22	nova taxa	CD2					4	3	1854.4000000000005	4804.8	3812.75	-353.0	-3598.35	6773.0	412.75	610.5	456.25	972.25	0.0	0.0	10826.638923834998	4945.810987299999	96.45813235674991		3.0	25.0%	
752	venda	EmpSem	AT1	1.0	Hortalica	normal	5	3	1854.4000000000005	4804.8	3812.75	-353.0	-3598.35	6773.0	412.75	610.5	456.25	982.25	0.0	0.0	10826.638923834998	4945.810987299999	96.56813235674991				
753	venda	EmpSem	AT1	2.0	Hortalica	normal	5	3	1854.4000000000005	4804.8	3812.75	-353.0	-3598.35	6773.0	412.75	610.5	456.25	992.25	0.0	0.0	10826.638923834998	4945.810987299999	96.67813235674991				
754	venda	EmpSem	AT1	3.0	Arroz	baixo	5	3	1854.4000000000005	4804.8	3812.75	-358.0	-3598.35	6773.0	412.75	610.5	456.25	1007.25	0.0	0.0	10826.638923834998	4945.810987299999	96.89813235674991				
755	venda	EmpAgr	AT1	3.0	Super premium	baixo	5	3	1854.4000000000005	4804.8	3812.75	-283.0	-3598.35	6773.0	437.75	610.5	456.25	1007.25	0.0	0.0	10826.638923834998	4945.810987299999	98.70813235674991				
756	venda	EmpSem	AT1	4.0	Arroz	baixo	5	3	1854.4000000000005	4804.8	3812.75	-288.0	-3598.35	6773.0	437.75	610.5	456.25	1022.25	0.0	0.0	10826.638923834998	4945.810987299999	98.92813235674991				
757	venda	EmpAgr	AT1	4.0	Super premium	baixo	5	3	1854.4000000000005	4804.8	3812.75	-213.0	-3598.35	6773.0	462.75	610.5	456.25	1022.25	0.0	0.0	10826.638923834998	4945.810987299999	100.73813235674992				
758	venda	EmpSem	AT1	5.0	Arroz	baixo	5	3	1854.4000000000005	4804.8	3812.75	-218.0	-3598.35	6773.0	462.75	610.5	456.25	1037.25	0.0	0.0	10826.638923834998	4945.810987299999	100.95813235674991				
759	venda	EmpAgr	AT1	5.0	Super premium	baixo	5	3	1854.4000000000005	4804.8	3812.75	-143.0	-3598.35	6773.0	487.75	610.5	456.25	1037.25	0.0	0.0	10826.638923834998	4945.810987299999	102.7681323567499				
760	venda	EmpSem	AT1	6.0	Arroz	baixo	5	3	1854.4000000000005	4804.8	3812.75	-148.0	-3598.35	6773.0	487.75	610.5	456.25	1052.25	0.0	0.0	10826.638923834998	4945.810987299999	102.9881323567499				
761	venda	EmpAgr	AT1	6.0	Super premium	baixo	5	3	1854.4000000000005	4804.8	3812.75	-73.0	-3598.35	6773.0	512.75	610.5	456.25	1052.25	0.0	0.0	10826.638923834998	4945.810987299999	104.7981323567499				
762	venda	EmpSem	CD1	1.0	Soja	normal	5	3	1834.4000000000005	4804.8	3812.75	-73.0	-3598.35	6773.0	512.75	610.5	456.25	1082.25	0.0	0.0	10826.638923834998	4945.810987299999	105.12813235674992				
763	venda	EmpFer	CD1	1.0	Super premium	baixo	5	3	1849.4000000000005	4804.8	3812.75	-73.0	-3598.35	6773.0	512.75	635.5	456.25	1082.25	0.0	0.0	10826.638923834998	4945.810987299999	105.15813235674992				
764	venda	EmpSem	CD1	2.0	Soja	normal	5	3	1829.4000000000005	4804.8	3812.75	-73.0	-3598.35	6773.0	512.75	635.5	456.25	1112.25	0.0	0.0	10826.638923834998	4945.810987299999	105.48813235674992				
765	venda	EmpFer	CD1	2.0	Super premium	baixo	5	3	1844.4000000000005	4804.8	3812.75	-73.0	-3598.35	6773.0	512.75	660.5	456.25	1112.25	0.0	0.0	10826.638923834998	4945.810987299999	105.51813235674992				
766	aluguel	EmpMaq	CD1	2.0	Maquinas 1	baixo	5	3	1899.4000000000005	4804.8	3812.75	-73.0	-3598.35	6773.0	512.75	660.5	481.25	1112.25	0.0	0.0	10826.638923834998	4945.810987299999	105.54813235674992				
767	venda	EmpSem	CD1	3.0	Soja	normal	5	3	1879.4000000000005	4804.8	3812.75	-73.0	-3598.35	6773.0	512.75	660.5	481.25	1142.25	0.0	0.0	10826.638923834998	4945.810987299999	105.87813235674992				
768	venda	EmpFer	CD1	3.0	Super premium	baixo	5	3	1894.4000000000005	4804.8	3812.75	-73.0	-3598.35	6773.0	512.75	685.5	481.25	1142.25	0.0	0.0	10826.638923834998	4945.810987299999	105.90813235674992				
769	aluguel	EmpMaq	CD1	3.0	Maquinas 1	baixo	5	3	1949.4000000000005	4804.8	3812.75	-73.0	-3598.35	6773.0	512.75	685.5	506.25	1142.25	0.0	0.0	10826.638923834998	4945.810987299999	105.93813235674992				
770	venda	EmpSem	CD1	4.0	Soja	normal	5	3	1929.4000000000005	4804.8	3812.75	-73.0	-3598.35	6773.0	512.75	685.5	506.25	1172.25	0.0	0.0	10826.638923834998	4945.810987299999	106.26813235674992				
771	venda	EmpFer	CD1	4.0	Super premium	baixo	5	3	1944.4000000000005	4804.8	3812.75	-73.0	-3598.35	6773.0	512.75	710.5	506.25	1172.25	0.0	0.0	10826.638923834998	4945.810987299999	106.29813235674992				
772	venda	EmpSem	CD1	5.0	Hortalica	normal	5	3	1944.4000000000005	4804.8	3812.75	-73.0	-3598.35	6773.0	512.75	710.5	506.25	1182.25	0.0	0.0	10826.638923834998	4945.810987299999	106.40813235674993				
773	venda	EmpFer	CD1	5.0	Super premium	baixo	5	3	1959.4000000000005	4804.8	3812.75	-73.0	-3598.35	6773.0	512.75	735.5	506.25	1182.25	0.0	0.0	10826.638923834998	4945.810987299999	106.43813235674993				
774	venda	EmpSem	CD1	6.0	Soja	normal	5	3	1939.4000000000005	4804.8	3812.75	-73.0	-3598.35	6773.0	512.75	735.5	506.25	1212.25	0.0	0.0	10826.638923834998	4945.810987299999	106.76813235674993				
775	venda	EmpFer	CD1	6.0	Super premium	baixo	5	3	1954.4000000000005	4804.8	3812.75	-73.0	-3598.35	6773.0	512.75	760.5	506.25	1212.25	0.0	0.0	10826.638923834998	4945.810987299999	106.79813235674993				
776	aluguel	EmpMaq	CD1	6.0	Maquinas 1	baixo	5	3	2009.4000000000005	4804.8	3812.75	-73.0	-3598.35	6773.0	512.75	760.5	531.25	1212.25	0.0	0.0	10826.638923834998	4945.810987299999	106.82813235674993				
777	venda	EmpSem	AT2	1.0	Hortalica	normal	5	3	2009.4000000000005	4804.8	3812.75	-73.0	-3598.35	6773.0	512.75	760.5	531.25	1222.25	0.0	0.0	10826.638923834998	4945.810987299999	106.93813235674993				
778	venda	EmpFer	AT2	1.0	Premium	normal	5	3	2009.4000000000005	4804.8	3812.75	-73.0	-3588.35	6773.0	512.75	780.5	531.25	1222.25	0.0	0.0	10826.638923834998	4945.810987299999	106.99813235674993				
779	venda	EmpAgr	AT2	1.0	Premium	normal	5	3	2009.4000000000005	4804.8	3812.75	-73.0	-3268.35	6773.0	532.75	780.5	531.25	1222.25	0.0	0.0	10826.638923834998	4945.810987299999	107.51813235674994				
780	venda	EmpSem	AT2	2.0	Arroz	baixo	5	3	2009.4000000000005	4804.8	3812.75	-73.0	-3273.35	6773.0	532.75	780.5	531.25	1237.25	0.0	0.0	10826.638923834998	4945.810987299999	107.73813235674994				
781	venda	EmpFer	AT2	2.0	Premium	normal	5	3	2009.4000000000005	4804.8	3812.75	-73.0	-3263.35	6773.0	532.75	800.5	531.25	1237.25	0.0	0.0	10826.638923834998	4945.810987299999	107.79813235674993				
782	venda	EmpAgr	AT2	2.0	Premium	normal	5	3	2009.4000000000005	4804.8	3812.75	-73.0	-2943.35	6773.0	552.75	800.5	531.25	1237.25	0.0	0.0	10826.638923834998	4945.810987299999	108.81813235674993				
783	venda	EmpSem	AT2	3.0	Arroz	baixo	5	3	2009.4000000000005	4804.8	3812.75	-73.0	-2948.35	6773.0	552.75	800.5	531.25	1252.25	0.0	0.0	10826.638923834998	4945.810987299999	109.03813235674993				
784	venda	EmpFer	AT2	3.0	Premium	normal	5	3	2009.4000000000005	4804.8	3812.75	-73.0	-2938.35	6773.0	552.75	820.5	531.25	1252.25	0.0	0.0	10826.638923834998	4945.810987299999	109.09813235674991				
785	venda	EmpAgr	AT2	3.0	Premium	normal	5	3	2009.4000000000005	4804.8	3812.75	-73.0	-2618.35	6773.0	572.75	820.5	531.25	1252.25	0.0	0.0	10826.638923834998	4945.810987299999	110.11813235674992				
786	venda	EmpSem	AT2	4.0	Arroz	baixo	5	3	2009.4000000000005	4804.8	3812.75	-73.0	-2623.35	6773.0	572.75	820.5	531.25	1267.25	0.0	0.0	10826.638923834998	4945.810987299999	110.33813235674992				
787	venda	EmpFer	AT2	4.0	Premium	normal	5	3	2009.4000000000005	4804.8	3812.75	-73.0	-2613.35	6773.0	572.75	840.5	531.25	1267.25	0.0	0.0	10826.638923834998	4945.810987299999	110.39813235674991				
788	venda	EmpAgr	AT2	4.0	Premium	normal	5	3	2009.4000000000005	4804.8	3812.75	-73.0	-2293.35	6773.0	592.75	840.5	531.25	1267.25	0.0	0.0	10826.638923834998	4945.810987299999	111.41813235674991				
789	venda	EmpSem	AT2	5.0	Soja	normal	5	3	2009.4000000000005	4804.8	3812.75	-73.0	-2313.35	6773.0	592.75	840.5	531.25	1297.25	0.0	0.0	10826.638923834998	4945.810987299999	111.74813235674992				
790	venda	EmpFer	AT2	5.0	Premium	normal	5	3	2009.4000000000005	4804.8	3812.75	-73.0	-2303.35	6773.0	592.75	860.5	531.25	1297.25	0.0	0.0	10826.638923834998	4945.810987299999	111.80813235674991				
791	venda	EmpSem	AT2	6.0	Soja	normal	5	3	2009.4000000000005	4804.8	3812.75	-73.0	-2323.35	6773.0	592.75	860.5	531.25	1327.25	0.0	0.0	10826.638923834998	4945.810987299999	112.13813235674992				
